run,relative_path,bytes,has_out_log,out_log_bytes,out_traceback,out_program_crashed,mentions_run_omnirec,imports_omnirec,uses_mock_or_fallback,loads_u_data,loads_video_games,loads_lastfm,mentions_als,mentions_itemknn,mentions_pop,mentions_ndcg,mentions_precision,mentions_recall,explicit_download,seed_literals
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02/checkpoint/3c61634bc82443cbb27067abc87822a6_seed/code.py,3502,True,3061,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,"[0, 1, 2, 3, 4]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02/checkpoint/6e70678e1e2941428904dcc5520f6672/code.py,3487,True,7526,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,"[0, 1, 2, 3, 4]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02/checkpoint/99081e754efa4dbfa3cff1d2b478301d/code.py,3453,True,3061,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,"[0, 1, 2, 3, 4]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02/checkpoint/ab5819ca523f4f3184982dd42ee3797e/code.py,2,True,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02/checkpoint/c041136165c04c649e8aee5729792671/code.py,2,True,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01/checkpoint/0bdcbe7d86d94f278c0ec94a88df76b3/code.py,2,True,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01/checkpoint/0fb036b370fd4ef4a3586fcdab36acc2/code.py,2,True,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01/checkpoint/18fdfe8b4fbf41338e368412cfe7a4b0/code.py,2,True,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01/checkpoint/1f4746aabdd14e4fb04d1d7a45f71401/code.py,5970,True,691,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,"[0, 1, 2, 3, 4] || SEEDS"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01/checkpoint/280cf3b486f3422788d640f6322877ec/code.py,3381,True,904,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,"[42, 123, 999, 2024, 7]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01/checkpoint/7a6a2daface94967945ce756e530adf1/code.py,3750,True,1355,False,True,True,True,False,False,False,False,True,False,False,True,True,True,False,"[0, 1, 2, 3, 4]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01/checkpoint/c6fc99bea3ae4f79a0dac369c4ecf600/code.py,6623,True,160,False,True,False,True,True,True,False,False,True,False,False,False,True,False,False,"[0, 1, 2, 3, 4]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01/checkpoint/c6fc99bea3ae4f79a0dac369c4ecf600_iteration1/code.py,2,True,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01/checkpoint/c6fc99bea3ae4f79a0dac369c4ecf600_iteration2/code.py,5812,True,385,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,"[12345, 23456, 34567, 45678, 56789]"
PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R01/checkpoint/c6fc99bea3ae4f79a0dac369c4ecf600_seed/code.py,6623,True,160,False,True,False,True,True,True,False,False,True,False,False,False,True,False,False,"[0, 1, 2, 3, 4]"
